timestamp,station_code,weather_type,severity,temperature,humidity,wind_speed,visibility_km
2025-09-01 00:00:00,JDI,Clear,low,38,76,22,10
2025-09-01 00:00:00,XGO,Light_Rain,low,21,79,15,4
2025-09-01 00:00:00,OXM,Clear,low,27,36,19,10
2025-09-01 00:00:00,EFT,Dense_Fog,medium,26,46,8,4
2025-09-01 00:00:00,PWY,Clear,low,16,73,14,10
2025-09-01 00:00:00,WTN,Clear,low,28,61,15,10
2025-09-01 00:00:00,MFG,Dense_Fog,low,30,56,15,3
2025-09-01 00:00:00,IVA,Heatwave,low,40,85,25,3
2025-09-01 00:00:00,QUJ,Clear,low,30,88,9,10
2025-09-01 00:00:00,TDR,Clear,low,23,59,17,10
2025-09-01 00:00:00,EEF,Heatwave,low,46,84,8,6
2025-09-01 00:00:00,IMO,Clear,low,30,45,10,10
2025-09-01 00:00:00,QFP,Dense_Fog,medium,17,67,11,6
2025-09-01 00:00:00,YGR,Clear,low,32,77,8,10
2025-09-01 00:00:00,LBB,Light_Rain,low,17,53,22,6
2025-09-01 00:00:00,ZAR,Light_Rain,medium,28,89,12,8
2025-09-01 00:00:00,PJA,Clear,low,33,43,19,10
2025-09-01 00:00:00,JQY,Dense_Fog,medium,19,59,10,4
2025-09-01 00:00:00,YQM,Light_Rain,medium,33,85,14,5
2025-09-01 00:00:00,FFP,Clear,low,26,30,24,10
2025-09-01 00:00:00,TXT,Heavy_Rain,low,19,32,8,1
2025-09-01 00:00:00,XMG,Clear,low,21,72,18,10
2025-09-01 00:00:00,EXX,Heavy_Rain,medium,41,85,23,3
2025-09-01 00:00:00,UNA,Heavy_Rain,medium,29,69,20,7
2025-09-01 00:00:00,BPA,Heavy_Rain,high,19,75,16,7
2025-09-01 00:00:00,UND,Clear,low,36,55,23,10
2025-09-01 00:00:00,GNC,Clear,low,16,61,22,10
2025-09-01 00:00:00,NCQ,Clear,low,36,69,24,10
2025-09-01 00:00:00,YRO,Light_Rain,medium,16,73,14,2
2025-09-01 00:00:00,XUW,Dense_Fog,medium,21,83,9,6
2025-09-01 00:00:00,WHV,Light_Rain,low,29,57,7,6
2025-09-01 00:00:00,ZOB,Clear,low,16,61,11,10
2025-09-01 00:00:00,QPZ,Heatwave,medium,48,49,11,3
2025-09-01 00:00:00,WKK,Clear,low,33,33,24,10
2025-09-01 00:00:00,TUJ,Heavy_Rain,low,38,36,15,2
2025-09-01 00:00:00,LNT,Clear,low,34,88,10,10
2025-09-01 00:00:00,AWS,Dense_Fog,medium,40,55,23,3
2025-09-01 00:00:00,VZB,Clear,low,17,82,22,10
2025-09-01 00:00:00,UBV,Light_Rain,medium,36,73,20,6
2025-09-01 00:00:00,BCN,Clear,low,29,50,9,10
2025-09-01 00:00:00,MQV,Dense_Fog,low,30,80,16,1
2025-09-01 00:00:00,HGD,Light_Rain,medium,43,42,15,5
2025-09-01 00:00:00,OMD,Heavy_Rain,medium,37,79,7,5
2025-09-01 00:00:00,VYY,Clear,low,28,85,19,10
2025-09-01 00:00:00,ROO,Clear,low,39,66,12,10
2025-09-01 00:00:00,VJX,Clear,low,16,84,17,10
2025-09-01 00:00:00,PAH,Dense_Fog,low,45,57,21,3
2025-09-01 00:00:00,XFO,Clear,low,39,67,7,10
2025-09-01 00:00:00,QXU,Dense_Fog,low,32,35,5,6
2025-09-01 00:00:00,RRG,Clear,low,32,67,24,10
2025-09-01 00:00:00,GFA,Clear,low,30,70,18,10
2025-09-01 00:00:00,CKK,Clear,low,45,48,25,10
2025-09-01 00:00:00,ZSY,Clear,low,25,86,10,10
2025-09-01 00:00:00,PMW,Clear,low,39,41,18,10
2025-09-01 00:00:00,MZQ,Dense_Fog,high,33,32,5,7
2025-09-01 00:00:00,WEQ,Heatwave,medium,40,37,7,1
2025-09-01 00:00:00,ZYP,Light_Rain,medium,24,84,9,5
2025-09-01 00:00:00,KHT,Dense_Fog,medium,36,65,13,4
2025-09-01 00:00:00,ICD,Light_Rain,medium,29,54,23,1
2025-09-01 00:00:00,OVZ,Light_Rain,low,29,59,11,3
2025-09-01 00:00:00,QDS,Clear,low,42,53,22,10
2025-09-01 00:00:00,UCA,Clear,low,40,51,11,10
2025-09-01 00:00:00,DSO,Dense_Fog,medium,44,50,14,3
2025-09-01 00:00:00,CGX,Clear,low,16,86,9,10
2025-09-01 00:00:00,EHT,Clear,low,21,37,20,10
2025-09-01 00:00:00,LTC,Clear,low,34,75,7,10
2025-09-01 00:00:00,XHL,Clear,low,45,66,9,10
2025-09-01 00:00:00,PQN,Clear,low,19,69,8,10
2025-09-01 00:00:00,DQD,Clear,low,30,30,11,10
2025-09-01 00:00:00,VKX,Light_Rain,low,30,74,18,2
2025-09-01 00:00:00,EWT,Dense_Fog,high,40,87,11,8
2025-09-01 00:00:00,PPB,Clear,low,18,75,9,10
2025-09-01 00:00:00,ZWM,Clear,low,42,72,5,10
2025-09-01 00:00:00,IKD,Clear,low,44,81,17,10
2025-09-01 00:00:00,DKQ,Clear,low,24,48,10,10
2025-09-01 00:00:00,XGL,Clear,low,17,79,20,10
2025-09-01 00:00:00,SYR,Light_Rain,low,22,51,23,4
2025-09-01 00:00:00,KEB,Clear,low,35,74,22,10
2025-09-01 00:00:00,LDH,Clear,low,45,36,19,10
2025-09-01 00:00:00,ZSH,Dense_Fog,medium,25,70,16,2
2025-09-01 00:00:00,CSN,Dense_Fog,low,35,50,9,3
2025-09-01 00:00:00,YAI,Clear,low,24,56,17,10
2025-09-01 00:00:00,ATO,Light_Rain,medium,23,66,16,1
2025-09-01 00:00:00,LSR,Light_Rain,low,41,77,22,5
2025-09-01 00:00:00,DID,Clear,low,31,73,23,10
2025-09-01 00:00:00,KFI,Heavy_Rain,medium,40,64,8,1
2025-09-01 00:00:00,MXI,Dense_Fog,medium,44,80,24,5
2025-09-01 00:00:00,ZTM,Heavy_Rain,medium,36,49,7,5
2025-09-01 00:00:00,CXC,Heavy_Rain,medium,44,79,15,7
2025-09-01 00:00:00,QTE,Clear,low,21,36,7,10
2025-09-01 00:00:00,LPS,Clear,low,41,89,12,10
2025-09-01 00:00:00,KKU,Light_Rain,low,19,85,12,4
2025-09-01 00:00:00,KUF,Light_Rain,medium,40,65,15,1
2025-09-01 00:00:00,KYI,Light_Rain,medium,40,76,12,1
2025-09-01 00:00:00,UWE,Dense_Fog,medium,27,45,9,8
2025-09-01 00:00:00,HKK,Heavy_Rain,low,43,37,8,3
2025-09-01 00:00:00,AVX,Clear,low,30,36,21,10
2025-09-01 00:00:00,VUG,Dense_Fog,medium,26,36,8,4
2025-09-01 00:00:00,MKT,Dust_Storm,medium,35,90,9,3
2025-09-01 00:00:00,YDJ,Light_Rain,low,25,45,18,3
2025-09-01 00:00:00,TUF,Clear,low,16,59,6,10
2025-09-01 00:00:00,EAC,Clear,low,15,33,17,10
2025-09-01 00:00:00,SFP,Clear,low,44,47,7,10
2025-09-01 00:00:00,TXJ,Heavy_Rain,medium,30,81,7,8
2025-09-01 00:00:00,VKZ,Dense_Fog,medium,34,54,6,8
2025-09-01 00:00:00,AOA,Light_Rain,low,25,65,11,1
2025-09-01 00:00:00,IXJ,Heatwave,medium,46,67,23,3
2025-09-01 00:00:00,RPW,Heavy_Rain,high,19,32,13,3
2025-09-01 00:00:00,QEA,Clear,low,29,83,22,10
2025-09-01 00:00:00,WEI,Clear,low,39,90,10,10
2025-09-01 00:00:00,VOO,Clear,low,41,35,8,10
2025-09-01 00:00:00,BBJ,Light_Rain,medium,30,77,20,5
2025-09-01 01:00:00,HZP,Dense_Fog,low,44,86,6,1
2025-09-01 01:00:00,SCB,Heavy_Rain,low,23,82,22,5
2025-09-01 01:00:00,CPX,Light_Rain,low,34,31,24,5
2025-09-01 01:00:00,MRT,Light_Rain,low,29,47,6,6
2025-09-01 01:00:00,ARY,Light_Rain,medium,18,88,7,7
2025-09-01 01:00:00,AJM,Clear,low,24,53,15,10
2025-09-01 01:00:00,OZR,Clear,low,39,56,10,10
2025-09-01 01:00:00,KXK,Clear,low,41,77,6,10
2025-09-01 01:00:00,UOI,Clear,low,18,37,8,10
2025-09-01 01:00:00,QOU,Clear,low,24,65,23,10
2025-09-01 01:00:00,FMG,Light_Rain,low,28,70,25,4
2025-09-01 01:00:00,MKC,Dense_Fog,medium,29,69,21,5
2025-09-01 01:00:00,JDC,Clear,low,44,31,13,10
2025-09-01 01:00:00,QXH,Heavy_Rain,low,28,51,14,3
2025-09-01 01:00:00,XWW,Dense_Fog,medium,37,78,24,4
2025-09-01 01:00:00,HVR,Clear,low,44,61,20,10
2025-09-01 01:00:00,KYU,Clear,low,17,43,23,10
2025-09-01 01:00:00,IXO,Clear,low,41,55,14,10
2025-09-01 01:00:00,DXE,Light_Rain,low,19,46,19,6
2025-09-01 01:00:00,XFE,Light_Rain,low,28,55,12,6
2025-09-01 01:00:00,TZU,Clear,low,34,31,19,10
2025-09-01 01:00:00,RXK,Clear,low,21,45,24,10
2025-09-01 01:00:00,VPP,Clear,low,41,42,11,10
2025-09-01 01:00:00,OAR,Light_Rain,medium,28,50,12,1
2025-09-01 01:00:00,XUT,Clear,low,36,83,10,10
2025-09-01 01:00:00,KOK,Clear,low,29,60,14,10
2025-09-01 01:00:00,MDV,Clear,low,40,44,25,10
2025-09-01 01:00:00,CES,Clear,low,19,80,23,10
2025-09-01 01:00:00,MDS,Light_Rain,low,34,62,19,1
2025-09-01 01:00:00,ZPK,Light_Rain,high,23,70,15,5
2025-09-01 01:00:00,IEX,Light_Rain,medium,27,32,5,3
2025-09-01 01:00:00,SFZ,Clear,low,25,78,8,10
2025-09-01 01:00:00,PBH,Light_Rain,low,38,58,10,8
2025-09-01 01:00:00,DBZ,Clear,low,33,51,14,10
2025-09-01 01:00:00,XVD,Clear,low,23,40,8,10
2025-09-01 01:00:00,KPU,Clear,low,30,50,8,10
2025-09-01 01:00:00,ESS,Dense_Fog,medium,32,58,7,7
2025-09-01 01:00:00,UKW,Clear,low,43,82,14,10
2025-09-01 01:00:00,JDI,Clear,low,42,75,20,10
2025-09-01 01:00:00,XGO,Dense_Fog,medium,45,70,5,8
2025-09-01 01:00:00,OXM,Clear,low,25,45,5,10
2025-09-01 01:00:00,EFT,Clear,low,29,41,19,10
2025-09-01 01:00:00,PWY,Clear,low,44,37,7,10
2025-09-01 01:00:00,WTN,Clear,low,31,39,12,10
2025-09-01 01:00:00,MFG,Dense_Fog,medium,21,49,22,5
2025-09-01 01:00:00,IVA,Heatwave,medium,42,72,21,4
2025-09-01 01:00:00,QUJ,Clear,low,15,30,11,10
2025-09-01 01:00:00,TDR,Light_Rain,low,20,52,24,2
2025-09-01 01:00:00,EEF,Clear,low,35,36,24,10
2025-09-01 01:00:00,IMO,Clear,low,42,62,17,10
2025-09-01 01:00:00,QFP,Dust_Storm,low,25,60,11,3
2025-09-01 01:00:00,YGR,Clear,low,45,46,22,10
2025-09-01 01:00:00,LBB,Light_Rain,medium,30,82,10,1
2025-09-01 01:00:00,ZAR,Heavy_Rain,high,22,60,7,5
2025-09-01 01:00:00,PJA,Dense_Fog,low,23,88,18,1
2025-09-01 01:00:00,JQY,Dense_Fog,low,43,63,13,3
2025-09-01 01:00:00,YQM,Light_Rain,medium,30,35,19,1
2025-09-01 01:00:00,FFP,Light_Rain,low,32,83,7,1
2025-09-01 01:00:00,TXT,Heavy_Rain,medium,34,60,22,6
2025-09-01 01:00:00,XMG,Clear,low,41,63,14,10
2025-09-01 01:00:00,EXX,Heavy_Rain,low,43,60,13,1
2025-09-01 01:00:00,UNA,Heavy_Rain,medium,15,35,14,1
2025-09-01 01:00:00,BPA,Heavy_Rain,medium,24,39,17,8
2025-09-01 01:00:00,UND,Clear,low,44,43,18,10
2025-09-01 01:00:00,GNC,Clear,low,23,41,22,10
2025-09-01 01:00:00,NCQ,Light_Rain,low,21,55,5,4
2025-09-01 01:00:00,YRO,Heavy_Rain,high,18,65,20,5
2025-09-01 01:00:00,XUW,Dense_Fog,low,43,40,8,5
2025-09-01 01:00:00,WHV,Light_Rain,medium,31,90,25,3
2025-09-01 01:00:00,ZOB,Dense_Fog,medium,42,49,21,1
2025-09-01 01:00:00,QPZ,Heatwave,medium,42,71,25,1
2025-09-01 01:00:00,WKK,Dense_Fog,high,44,45,14,3
2025-09-01 01:00:00,TUJ,Light_Rain,low,36,60,16,6
2025-09-01 01:00:00,LNT,Clear,low,18,52,14,10
2025-09-01 01:00:00,AWS,Dense_Fog,medium,18,68,12,3
2025-09-01 01:00:00,VZB,Clear,low,21,85,20,10
2025-09-01 01:00:00,UBV,Light_Rain,low,18,81,18,7
2025-09-01 01:00:00,BCN,Light_Rain,medium,25,58,22,1
2025-09-01 01:00:00,MQV,Dense_Fog,high,41,90,20,7
2025-09-01 01:00:00,HGD,Light_Rain,low,30,62,5,1
2025-09-01 01:00:00,OMD,Light_Rain,low,16,83,15,3
2025-09-01 01:00:00,VYY,Clear,low,34,78,6,10
2025-09-01 01:00:00,ROO,Light_Rain,low,40,36,25,1
2025-09-01 01:00:00,VJX,Dense_Fog,high,34,68,18,2
2025-09-01 01:00:00,PAH,Dense_Fog,low,15,78,14,7
2025-09-01 01:00:00,XFO,Clear,low,45,70,12,10
2025-09-01 01:00:00,QXU,Clear,low,24,66,19,10
2025-09-01 01:00:00,RRG,Clear,low,29,69,20,10
2025-09-01 01:00:00,GFA,Clear,low,32,30,12,10
2025-09-01 01:00:00,CKK,Clear,low,31,67,17,10
2025-09-01 01:00:00,ZSY,Clear,low,17,82,10,10
2025-09-01 01:00:00,PMW,Clear,low,40,56,9,10
2025-09-01 01:00:00,MZQ,Clear,low,24,61,24,10
2025-09-01 01:00:00,WEQ,Heatwave,medium,43,44,7,8
2025-09-01 01:00:00,ZYP,Light_Rain,low,38,55,23,6
2025-09-01 01:00:00,KHT,Dense_Fog,medium,20,59,9,2
2025-09-01 01:00:00,ICD,Light_Rain,medium,24,56,14,3
2025-09-01 01:00:00,OVZ,Heavy_Rain,medium,18,77,10,5
2025-09-01 01:00:00,QDS,Clear,low,35,60,19,10
2025-09-01 01:00:00,UCA,Clear,low,25,31,24,10
2025-09-01 01:00:00,DSO,Heavy_Rain,medium,22,63,18,1
2025-09-01 01:00:00,CGX,Clear,low,31,75,10,10
2025-09-01 01:00:00,EHT,Clear,low,44,88,10,10
2025-09-01 01:00:00,LTC,Clear,low,23,76,15,10
2025-09-01 01:00:00,XHL,Dense_Fog,low,39,42,10,3
2025-09-01 01:00:00,PQN,Clear,low,25,47,15,10
2025-09-01 01:00:00,DQD,Clear,low,43,81,14,10
2025-09-01 01:00:00,VKX,Light_Rain,medium,33,31,20,4
2025-09-01 01:00:00,EWT,Clear,low,33,88,5,10
2025-09-01 01:00:00,PPB,Clear,low,34,49,11,10
2025-09-01 01:00:00,ZWM,Clear,low,40,71,13,10
2025-09-01 01:00:00,IKD,Clear,low,37,61,7,10
2025-09-01 01:00:00,DKQ,Dense_Fog,medium,19,64,20,3
2025-09-01 01:00:00,XGL,Dense_Fog,medium,23,54,14,7
2025-09-01 01:00:00,SYR,Light_Rain,medium,40,62,17,6
2025-09-01 01:00:00,KEB,Clear,low,38,45,21,10
2025-09-01 01:00:00,LDH,Clear,low,16,82,20,10
2025-09-01 01:00:00,ZSH,Clear,low,23,78,5,10
2025-09-01 01:00:00,CSN,Clear,low,25,76,17,10
2025-09-01 01:00:00,YAI,Clear,low,28,45,20,10
2025-09-01 01:00:00,ATO,Clear,low,28,84,15,10
2025-09-01 01:00:00,LSR,Light_Rain,low,22,87,19,8
2025-09-01 01:00:00,DID,Clear,low,34,65,13,10
2025-09-01 01:00:00,KFI,Dense_Fog,low,16,71,11,7
2025-09-01 01:00:00,MXI,Dense_Fog,high,31,64,16,8
2025-09-01 01:00:00,ZTM,Dense_Fog,medium,34,41,8,1
2025-09-01 01:00:00,CXC,Light_Rain,low,20,85,19,2
2025-09-01 01:00:00,QTE,Clear,low,44,38,8,10
2025-09-01 01:00:00,LPS,Light_Rain,low,45,45,17,5
2025-09-01 01:00:00,KKU,Light_Rain,high,45,75,21,5
2025-09-01 01:00:00,KUF,Heavy_Rain,medium,33,60,8,8
2025-09-01 01:00:00,KYI,Light_Rain,low,18,67,19,3
2025-09-01 01:00:00,UWE,Dense_Fog,low,22,64,18,7
2025-09-01 01:00:00,HKK,Heavy_Rain,medium,29,89,12,3
2025-09-01 01:00:00,AVX,Heavy_Rain,medium,45,45,7,4
2025-09-01 01:00:00,VUG,Dense_Fog,medium,40,85,16,4
2025-09-01 01:00:00,MKT,Dense_Fog,medium,17,43,5,4
2025-09-01 01:00:00,YDJ,Light_Rain,low,37,51,8,7
2025-09-01 01:00:00,TUF,Clear,low,35,66,16,10
2025-09-01 01:00:00,EAC,Clear,low,25,47,7,10
2025-09-01 01:00:00,SFP,Clear,low,31,69,15,10
2025-09-01 01:00:00,TXJ,Heavy_Rain,low,29,63,24,8
2025-09-01 01:00:00,VKZ,Dust_Storm,low,15,51,12,7
2025-09-01 01:00:00,AOA,Light_Rain,low,37,46,20,5
2025-09-01 01:00:00,IXJ,Heatwave,low,46,35,9,4
2025-09-01 01:00:00,RPW,Heavy_Rain,medium,36,42,10,4
2025-09-01 01:00:00,QEA,Light_Rain,high,19,59,15,2
2025-09-01 01:00:00,WEI,Clear,low,31,66,23,10
2025-09-01 01:00:00,VOO,Clear,low,24,31,25,10
2025-09-01 01:00:00,BBJ,Dense_Fog,medium,22,87,8,8
2025-09-01 02:00:00,HZP,Dense_Fog,medium,16,33,7,2
2025-09-01 02:00:00,SCB,Light_Rain,high,30,69,14,8
2025-09-01 02:00:00,CPX,Heatwave,medium,47,72,12,4
2025-09-01 02:00:00,MRT,Light_Rain,medium,30,32,21,2
2025-09-01 02:00:00,ARY,Clear,low,22,89,21,10
2025-09-01 02:00:00,AJM,Clear,low,43,80,23,10
2025-09-01 02:00:00,OZR,Clear,low,29,72,20,10
2025-09-01 02:00:00,KXK,Clear,low,26,38,6,10
2025-09-01 02:00:00,UOI,Light_Rain,low,33,76,12,5
2025-09-01 02:00:00,QOU,Clear,low,44,42,19,10
2025-09-01 02:00:00,FMG,Light_Rain,medium,29,59,15,7
2025-09-01 02:00:00,MKC,Clear,low,43,81,12,10
2025-09-01 02:00:00,JDC,Clear,low,17,45,22,10
2025-09-01 02:00:00,QXH,Heavy_Rain,medium,45,43,15,3
2025-09-01 02:00:00,XWW,Dense_Fog,medium,43,33,15,7
2025-09-01 02:00:00,HVR,Clear,low,28,53,9,10
2025-09-01 02:00:00,KYU,Clear,low,37,71,25,10
2025-09-01 02:00:00,IXO,Heatwave,medium,42,39,10,4
2025-09-01 02:00:00,DXE,Clear,low,23,44,14,10
2025-09-01 02:00:00,XFE,Light_Rain,low,33,35,22,5
2025-09-01 02:00:00,TZU,Clear,low,23,41,11,10
2025-09-01 02:00:00,RXK,Clear,low,37,47,13,10
2025-09-01 02:00:00,VPP,Clear,low,17,47,14,10
2025-09-01 02:00:00,OAR,Light_Rain,medium,20,33,12,5
2025-09-01 02:00:00,XUT,Clear,low,36,47,15,10
2025-09-01 02:00:00,KOK,Clear,low,28,68,6,10
2025-09-01 02:00:00,MDV,Clear,low,45,57,23,10
2025-09-01 02:00:00,CES,Clear,low,33,37,22,10
2025-09-01 02:00:00,MDS,Heatwave,low,49,55,23,1
2025-09-01 02:00:00,ZPK,Light_Rain,low,15,82,12,2
2025-09-01 02:00:00,IEX,Dense_Fog,medium,41,86,19,2
2025-09-01 02:00:00,SFZ,Clear,low,44,51,18,10
2025-09-01 02:00:00,PBH,Light_Rain,low,19,30,17,1
2025-09-01 02:00:00,DBZ,Clear,low,40,72,19,10
2025-09-01 02:00:00,XVD,Light_Rain,low,33,47,9,4
2025-09-01 02:00:00,KPU,Heavy_Rain,high,40,34,8,5
2025-09-01 02:00:00,ESS,Clear,low,31,67,5,10
2025-09-01 02:00:00,UKW,Clear,low,45,69,5,10
2025-09-01 02:00:00,JDI,Clear,low,25,79,10,10
2025-09-01 02:00:00,XGO,Clear,low,22,82,18,10
2025-09-01 02:00:00,OXM,Clear,low,28,36,25,10
2025-09-01 02:00:00,EFT,Clear,low,33,39,24,10
2025-09-01 02:00:00,PWY,Clear,low,26,56,17,10
2025-09-01 02:00:00,WTN,Clear,low,34,69,18,10
2025-09-01 02:00:00,MFG,Dense_Fog,low,39,55,18,5
2025-09-01 02:00:00,IVA,Clear,low,44,85,17,10
2025-09-01 02:00:00,QUJ,Clear,low,41,60,9,10
2025-09-01 02:00:00,TDR,Light_Rain,low,44,47,9,5
2025-09-01 02:00:00,EEF,Clear,low,30,40,9,10
2025-09-01 02:00:00,IMO,Clear,low,41,84,5,10
2025-09-01 02:00:00,QFP,Heavy_Rain,low,42,64,13,2
2025-09-01 02:00:00,YGR,Clear,low,15,88,11,10
2025-09-01 02:00:00,LBB,Heavy_Rain,low,36,65,24,3
2025-09-01 02:00:00,ZAR,Cyclone,high,15,70,72,5
2025-09-01 02:00:00,PJA,Clear,low,37,69,21,10
2025-09-01 02:00:00,JQY,Dense_Fog,medium,41,63,24,5
2025-09-01 02:00:00,YQM,Light_Rain,medium,26,82,15,4
2025-09-01 02:00:00,FFP,Dense_Fog,medium,28,73,8,8
2025-09-01 02:00:00,TXT,Light_Rain,low,37,62,13,1
2025-09-01 02:00:00,XMG,Clear,low,18,31,6,10
2025-09-01 02:00:00,EXX,Clear,low,31,85,21,10
2025-09-01 02:00:00,UNA,Light_Rain,low,23,49,17,1
2025-09-01 02:00:00,BPA,Light_Rain,low,41,39,22,6
2025-09-01 02:00:00,UND,Light_Rain,medium,15,37,17,7
2025-09-01 02:00:00,GNC,Light_Rain,low,22,52,19,8
2025-09-01 02:00:00,NCQ,Clear,low,37,37,19,10
2025-09-01 02:00:00,YRO,Heavy_Rain,medium,15,84,18,4
2025-09-01 02:00:00,XUW,Clear,low,42,71,17,10
2025-09-01 02:00:00,WHV,Light_Rain,high,32,79,9,2
2025-09-01 02:00:00,ZOB,Dense_Fog,medium,36,56,15,1
2025-09-01 02:00:00,QPZ,Cyclone,medium,34,42,70,2
2025-09-01 02:00:00,WKK,Clear,low,43,81,5,10
2025-09-01 02:00:00,TUJ,Clear,low,39,70,12,10
2025-09-01 02:00:00,LNT,Clear,low,37,52,13,10
2025-09-01 02:00:00,AWS,Dense_Fog,medium,31,69,17,1
2025-09-01 02:00:00,VZB,Clear,low,23,62,22,10
2025-09-01 02:00:00,UBV,Light_Rain,medium,26,31,16,4
2025-09-01 02:00:00,BCN,Clear,low,42,78,9,10
2025-09-01 02:00:00,MQV,Heatwave,low,40,61,23,3
2025-09-01 02:00:00,HGD,Clear,low,25,65,19,10
2025-09-01 02:00:00,OMD,Light_Rain,high,16,69,12,1
2025-09-01 02:00:00,VYY,Clear,low,42,54,19,10
2025-09-01 02:00:00,ROO,Clear,low,42,40,15,10
2025-09-01 02:00:00,VJX,Dense_Fog,medium,41,47,10,1
2025-09-01 02:00:00,PAH,Dense_Fog,medium,35,64,19,8
2025-09-01 02:00:00,XFO,Clear,low,32,71,25,10
2025-09-01 02:00:00,QXU,Clear,low,22,67,14,10
2025-09-01 02:00:00,RRG,Clear,low,45,37,20,10
2025-09-01 02:00:00,GFA,Clear,low,19,63,16,10
2025-09-01 02:00:00,CKK,Clear,low,25,88,12,10
2025-09-01 02:00:00,ZSY,Clear,low,40,42,20,10
2025-09-01 02:00:00,PMW,Clear,low,41,36,20,10
2025-09-01 02:00:00,MZQ,Clear,low,30,40,5,10
2025-09-01 02:00:00,WEQ,Clear,low,22,85,23,10
2025-09-01 02:00:00,ZYP,Dense_Fog,low,45,73,16,5
2025-09-01 02:00:00,KHT,Dense_Fog,high,36,37,20,1
2025-09-01 02:00:00,ICD,Heavy_Rain,medium,30,63,12,1
2025-09-01 02:00:00,OVZ,Heavy_Rain,low,31,59,17,7
2025-09-01 02:00:00,QDS,Clear,low,36,66,23,10
2025-09-01 02:00:00,UCA,Light_Rain,low,36,48,12,8
2025-09-01 02:00:00,DSO,Clear,low,25,55,25,10
2025-09-01 02:00:00,CGX,Light_Rain,medium,45,57,15,7
2025-09-01 02:00:00,EHT,Clear,low,28,75,25,10
2025-09-01 02:00:00,LTC,Clear,low,17,71,12,10
2025-09-01 02:00:00,XHL,Dense_Fog,high,30,34,23,4
2025-09-01 02:00:00,PQN,Heatwave,low,44,44,9,1
2025-09-01 02:00:00,DQD,Light_Rain,high,24,42,17,6
2025-09-01 02:00:00,VKX,Heavy_Rain,medium,18,64,17,5
2025-09-01 02:00:00,EWT,Clear,low,41,39,6,10
2025-09-01 02:00:00,PPB,Dense_Fog,medium,29,33,12,1
2025-09-01 02:00:00,ZWM,Clear,low,23,45,7,10
2025-09-01 02:00:00,IKD,Clear,low,34,90,11,10
2025-09-01 02:00:00,DKQ,Dense_Fog,medium,34,32,6,4
2025-09-01 02:00:00,XGL,Dense_Fog,medium,44,48,6,4
2025-09-01 02:00:00,SYR,Heavy_Rain,low,44,33,10,1
2025-09-01 02:00:00,KEB,Clear,low,43,69,15,10
2025-09-01 02:00:00,LDH,Clear,low,17,33,6,10
2025-09-01 02:00:00,ZSH,Clear,low,34,62,24,10
2025-09-01 02:00:00,CSN,Clear,low,38,35,21,10
